 Date__(UT)__HR:MN     R.A._____(ICRF)_____DEC             delta      deldot  1-way_down_LT
*******************************************************************************************
$$SOE
 2016-Dec-22 00:00     20 56 37.92 -16 49 17.4  1.52818448712664   1.3004868    12.70952283
 2016-Dec-23 00:00     21 00 32.94 -16 32 16.8  1.52893627358212   1.3026135    12.71577524
 2016-Dec-24 00:00     21 04 27.25 -16 14 59.8  1.52968909862587   1.3040820    12.72203630
 2016-Dec-25 00:00     21 08 20.86 -15 57 26.9  1.53044258047842   1.3048912    12.72830282
 2016-Dec-26 00:00     21 12 13.79 -15 39 38.3  1.53119633780049   1.3050322    12.73457163
 2016-Dec-27 00:00     21 16 06.03 -15 21 34.4  1.53194998545047   1.3045129    12.74083952
 2016-Dec-28 00:00     21 19 57.58 -15 03 15.6  1.53270314542202   1.3033462    12.74710336
 2016-Dec-29 00:00     21 23 48.46 -14 44 42.2  1.53345544944119   1.3015540    12.75336008
 2016-Dec-30 00:00     21 27 38.67 -14 25 54.7  1.53420654565863   1.2991712    12.75960676
 2016-Dec-31 00:00     21 31 28.21 -14 06 53.3  1.53495610697542   1.2962489    12.76584067
 2017-Jan-01 00:00     21 35 17.11 -13 47 38.4  1.53570384895504   1.2928538    12.77205945
 2017-Jan-02 00:00     21 39 05.35 -13 28 10.8  1.53644952733697   1.2890675    12.77826107
 2017-Jan-03 00:00     21 42 52.95 -13 08 30.1  1.53719290522804   1.2849858    12.78444356
 2017-Jan-04 00:00     21 46 39.91 -12 48 37.0  1.53793386616690   1.2807171    12.79060594
 2017-Jan-05 00:00     21 50 26.25 -12 28 31.9  1.53867233504371   1.2763766    12.79674760
 2017-Jan-06 00:00     21 54 11.98 -12 08 15.2  1.53940830573353   1.2720875    12.80286848
 2017-Jan-07 00:00     21 57 57.09 -11 47 47.2  1.54014184326180   1.2679700    12.80896913
 2017-Jan-08 00:00     22 01 41.61 -11 27 08.4  1.54087307923183   1.2641352    12.81505063
 2017-Jan-09 00:00     22 05 25.55 -11 06 19.0  1.54160220278939   1.2606653    12.82111457
 2017-Jan-10 00:00     22 09 08.92 -10 45 19.5  1.54232943967220   1.2576069    12.82716281
 2017-Jan-11 00:00     22 12 51.74 -10 24 10.1  1.54305502771987   1.2549493    12.83319734
 2017-Jan-12 00:00     22 16 34.01 -10 02 51.4  1.54377918118320   1.2526229    12.83921994
 2017-Jan-13 00:00     22 20 15.77 -09 41 23.5  1.54450205801326   1.2505053    12.84523193
 2017-Jan-14 00:00     22 23 57.02 -09 19 46.9  1.54522373640859   1.2484469    12.85123394
 2017-Jan-15 00:00     22 27 37.79 -08 58 02.0  1.54594420495449   1.2462907    12.85722590
 2017-Jan-16 00:00     22 31 18.09 -08 36 08.9  1.54666336367654   1.2438920    12.86320696
 2017-Jan-17 00:00     22 34 57.95 -08 14 08.2  1.54738104063553   1.2411407    12.86917569
 2017-Jan-18 00:00     22 38 37.38 -07 52 00.1  1.54809700473829   1.2379491    12.87513019
 2017-Jan-19 00:00     22 42 16.40 -07 29 45.0  1.54881098323893   1.2342571    12.88106816
 2017-Jan-20 00:00     22 45 55.03 -07 07 23.2  1.54952267468027   1.2300241    12.88698712
 2017-Jan-21 00:00     22 49 33.29 -06 44 55.2  1.55023175694088   1.2252181    12.89288438
 2017-Jan-22 00:00     22 53 11.20 -06 22 21.1  1.55093789403071   1.2198226    12.89875714
 2017-Jan-23 00:00     22 56 48.77 -05 59 41.4  1.55164073894875   1.2138152    12.90460253
 2017-Jan-24 00:00     23 00 26.04 -05 36 56.4  1.55233993316945   1.2071788    12.91041755
 2017-Jan-25 00:00     23 04 03.00 -05 14 06.5  1.55303510951650   1.1999008    12.91619915
 2017-Jan-26 00:00     23 07 39.69 -04 51 12.0  1.55372589510650   1.1919749    12.92194424
 2017-Jan-27 00:00     23 11 16.12 -04 28 13.3  1.55441191688708   1.1834077    12.92764971
 2017-Jan-28 00:00     23 14 52.31 -04 05 10.6  1.55509281056131   1.1742236    12.93331253
 2017-Jan-29 00:00     23 18 28.27 -03 42 04.5  1.55576823226885   1.1644698    12.93892984
 2017-Jan-30 00:00     23 22 04.02 -03 18 55.1  1.55643787243943   1.1542179    12.94449907
 2017-Jan-31 00:00     23 25 39.59 -02 55 43.0  1.55710147040377   1.1435657    12.95001804
 2017-Feb-01 00:00     23 29 14.98 -02 32 28.3  1.55775882787151   1.1326298    12.95548512
 2017-Feb-02 00:00     23 32 50.22 -02 09 11.2  1.55841045877402   1.1215416    12.96090457
 2017-Feb-03 00:00     23 36 25.32 -01 45 52.7  1.55905503372620   1.1104375    12.96626533
 2017-Feb-04 00:00     23 40 00.29 -01 22 32.8  1.55969322312810   1.0994518    12.97157299
 2017-Feb-05 00:00     23 43 35.16 -00 59 11.9  1.56032513086999   1.0887048    12.97682841
 2017-Feb-06 00:00     23 47 09.95 -00 35 50.3  1.56095092517177   1.0782970    12.98203298
 2017-Feb-07 00:00     23 50 44.67 -00 12 28.3  1.56157082315829   1.0682961    12.98718852
 2017-Feb-08 00:00     23 54 19.34 +00 10 53.7  1.56218507077152   1.0587328    12.99229706
 2017-Feb-09 00:00     23 57 53.98 +00 34 15.3  1.56279391831427   1.0495911    12.99736069
 2017-Feb-10 00:00     00 01 28.61 +00 57 36.2  1.56339759435238   1.0408120    13.00238131
 2017-Feb-11 00:00     00 05 03.26 +01 20 56.1  1.56399628205531   1.0322997    13.00736044
 2017-Feb-12 00:00     00 08 37.94 +01 44 14.7  1.56459010194757   1.0239353    13.01229909
 2017-Feb-13 00:00     00 12 12.68 +02 07 31.5  1.56517910331775   1.0155940    13.01719767
 2017-Feb-14 00:00     00 15 47.50 +02 30 46.4  1.56576326465642   1.0071543    13.02205599
 2017-Feb-15 00:00     00 19 22.43 +02 53 58.9  1.56634249913815   0.9985217    13.02687334
 2017-Feb-16 00:00     00 22 57.48 +03 17 08.7  1.56691667074027   0.9896108    13.03164858
 2017-Feb-17 00:00     00 26 32.67 +03 40 15.5  1.56748559938484   0.9803577    13.03638021
 2017-Feb-18 00:00     00 30 08.03 +04 03 19.0  1.56804907281516   0.9707137    13.04106648
 2017-Feb-19 00:00     00 33 43.58 +04 26 18.8  1.56860685306888   0.9606378    13.04570539
 2017-Feb-20 00:00     00 37 19.33 +04 49 14.6  1.56915868012787   0.9500939    13.05029480
 2017-Feb-21 00:00     00 40 55.32 +05 12 06.1  1.56970427384847   0.9390477    13.05483236
 2017-Feb-22 00:00     00 44 31.55 +05 34 52.9  1.57024333398209   0.9274642    13.05931559
 2017-Feb-23 00:00     00 48 08.04 +05 57 34.7  1.57077554037445   0.9153103    13.06374182
 2017-Feb-24 00:00     00 51 44.82 +06 20 11.1  1.57130055508852   0.9025563    13.06810823
 2017-Feb-25 00:00     00 55 21.90 +06 42 41.9  1.57181802746254   0.8891942    13.07241192
 2017-Feb-26 00:00     00 58 59.30 +07 05 06.6  1.57232760711074   0.8752299    13.07664996
 2017-Feb-27 00:00     01 02 37.03 +07 27 24.9  1.57282895590506   0.8607029    13.08081955
 2017-Feb-28 00:00     01 06 15.12 +07 49 36.5  1.57332176934489   0.8456904    13.08491816
 2017-Mar-01 00:00     01 09 53.57 +08 11 41.0  1.57380579794610   0.8303054    13.08894370
 2017-Mar-02 00:00     01 13 32.40 +08 33 38.1  1.57427972928521   0.8146904    13.09288527
 2017-Mar-03 00:00     01 17 11.63 +08 55 27.3  1.57474575023262   0.7990024    13.09676104
 2017-Mar-04 00:00     01 20 51.26 +09 17 08.4  1.57520272703454   0.7833985    13.10056161
 2017-Mar-05 00:00     01 24 31.31 +09 38 41.0  1.57565075025132   0.7680205    13.10428770
 2017-Mar-06 00:00     01 28 11.80 +10 00 04.6  1.57608998539546   0.7529850    13.10794071
 2017-Mar-07 00:00     01 31 52.73 +10 21 19.1  1.57652065635699   0.7383765    13.11152249
 2017-Mar-08 00:00     01 35 34.13 +10 42 23.9  1.57694302601085   0.7242454    13.11503523
 2017-Mar-09 00:00     01 39 15.99 +11 03 18.8  1.57735737596396   0.7106062    13.11848127
 2017-Mar-10 00:00     01 42 58.35 +11 24 03.4  1.57776398631674   0.6974395    13.12186295
 2017-Mar-11 00:00     01 46 41.22 +11 44 37.4  1.57816311682522   0.6846955    13.12518242
 2017-Mar-12 00:00     01 50 24.60 +12 05 00.4  1.57855499158633   0.6723011    13.12844154
 2017-Mar-13 00:00     01 54 08.52 +12 25 12.1  1.57893978735317   0.6601674    13.13164179
 2017-Mar-14 00:00     01 57 52.98 +12 45 12.1  1.57931762729246   0.6481991    13.13478419
 2017-Mar-15 00:00     02 01 38.00 +13 05 00.2  1.57968857963823   0.6363027    13.13786930
 2017-Mar-16 00:00     02 05 23.61 +13 24 35.9  1.58005266066693   0.6243923    13.14089727
 2017-Mar-17 00:00     02 09 09.79 +13 43 58.9  1.58040983998602   0.6123924    13.14386784
 2017-Mar-18 00:00     02 12 56.58 +14 03 08.9  1.58076004687091   0.6002390    13.14678042
 2017-Mar-19 00:00     02 16 43.99 +14 22 05.6  1.58110317608651   0.5878759    13.14963414
 2017-Mar-20 00:00     02 20 32.01 +14 40 48.7  1.58143909197079   0.5752531    13.15242787
 2017-Mar-21 00:00     02 24 20.67 +14 59 17.7  1.58176763038061   0.5623217    13.15516024
 2017-Mar-22 00:00     02 28 09.97 +15 17 32.4  1.58208859866614   0.5490317    13.15782965
 2017-Mar-23 00:00     02 31 59.92 +15 35 32.4  1.58240177476736   0.5353307    13.16043426
 2017-Mar-24 00:00     02 35 50.53 +15 53 17.4  1.58270690467416   0.5211626    13.16297195
 2017-Mar-25 00:00     02 39 41.81 +16 10 47.0  1.58300370567277   0.5064810    13.16544037
 2017-Mar-26 00:00     02 43 33.75 +16 28 01.0  1.58329186852530   0.4912467    13.16783694
 2017-Mar-27 00:00     02 47 26.37 +16 44 58.9  1.58357106931965   0.4754494    13.17015899
 2017-Mar-28 00:00     02 51 19.66 +17 01 40.5  1.58384098889097   0.4591176    13.17240384
 2017-Mar-29 00:00     02 55 13.63 +17 18 05.4  1.58410133904431   0.4423306    13.17456910
 2017-Mar-30 00:00     02 59 08.28 +17 34 13.3  1.58435189180433   0.4252174    13.17665289
 2017-Mar-31 00:00     03 03 03.60 +17 50 03.8  1.58459250563415   0.4079448    13.17865401
 2017-Apr-01 00:00     03 06 59.59 +18 05 36.6  1.58482314181961   0.3906986    13.18057216
 2017-Apr-02 00:00     03 10 56.27 +18 20 51.4  1.58504455818208   0.3736452    13.18241362
 2017-Apr-03 00:00     03 14 53.59 +18 35 47.8  1.58525552370562   0.3569333    13.18416817
 2017-Apr-04 00:00     03 18 51.58 +18 50 25.5  1.58545696328862   0.3406743    13.18584349
 2017-Apr-05 00:00     03 22 50.22 +19 04 44.2  1.58564915972570   0.3249359    13.18744194
 2017-Apr-06 00:00     03 26 49.50 +19 18 43.6  1.58583242555859   0.3097524    13.18896611
 2017-Apr-07 00:00     03 30 49.44 +19 32 23.3  1.58600708420503   0.2951311    13.19041870
 2017-Apr-08 00:00     03 34 50.01 +19 45 43.1  1.58617345564596   0.2810507    13.19180237
 2017-Apr-09 00:00     03 38 51.21 +19 58 42.6  1.58633184246503   0.2674750    13.19311964
 2017-Apr-10 00:00     03 42 53.04 +20 11 21.7  1.58648252029985   0.2543463    13.19437279
 2017-Apr-11 00:00     03 46 55.50 +20 23 39.9  1.58662572756291   0.2415956    13.19556380
 2017-Apr-12 00:00     03 50 58.56 +20 35 37.0  1.58676166392615   0.2291572    13.19669435
 2017-Apr-13 00:00     03 55 02.23 +20 47 12.9  1.58689048883607   0.2169584    13.19776576
 2017-Apr-14 00:00     03 59 06.50 +20 58 27.1  1.58701232005267   0.2049290    13.19877900
 2017-Apr-15 00:00     04 03 11.35 +21 09 19.4  1.58712723506103   0.1929981    13.19973471
 2017-Apr-16 00:00     04 07 16.78 +21 19 49.6  1.58723527163737   0.1811012    13.20063323
 2017-Apr-17 00:00     04 11 22.78 +21 29 57.5  1.58733643263390   0.1691801    13.20147456
 2017-Apr-18 00:00     04 15 29.32 +21 39 42.8  1.58743068711584   0.1571767    13.20225845
 2017-Apr-19 00:00     04 19 36.41 +21 49 05.2  1.58751797090790   0.1450319    13.20298437
 2017-Apr-20 00:00     04 23 44.02 +21 58 04.7  1.58759818349627   0.1326804    13.20365147
 2017-Apr-21 00:00     04 27 52.14 +22 06 40.8  1.58767118597797   0.1200529    13.20425862
 2017-Apr-22 00:00     04 32 00.75 +22 14 53.5  1.58773679747387   0.1070751    13.20480429
 2017-Apr-23 00:00     04 36 09.84 +22 22 42.5  1.58779479399541   0.0936733    13.20528663
 2017-Apr-24 00:00     04 40 19.38 +22 30 07.7  1.58784491302626   0.0797894    13.20570346
 2017-Apr-25 00:00     04 44 29.36 +22 37 08.8  1.58788686484383   0.0653909    13.20605236
 2017-Apr-26 00:00     04 48 39.76 +22 43 45.7  1.58792035441297   0.0504956    13.20633089
 2017-Apr-27 00:00     04 52 50.55 +22 49 58.2  1.58794511469099   0.0351824    13.20653681
 2017-Apr-28 00:00     04 57 01.70 +22 55 46.2  1.58796094216327   0.0195916    13.20666844
 2017-Apr-29 00:00     05 01 13.20 +23 01 09.4  1.58796772870320   0.0039096    13.20672489
 2017-Apr-30 00:00     05 05 25.00 +23 06 07.8  1.58796547936035  -0.0116643    13.20670618
 2017-May-01 00:00     05 09 37.10 +23 10 41.2  1.58795431117209  -0.0269459    13.20661330
 2017-May-02 00:00     05 13 49.45 +23 14 49.6  1.58793465046324  -0.0417903    13.20644978
 2017-May-03 00:00     05 18 02.04 +23 18 32.7  1.58790635447655  -0.0560942    13.20621445
 2017-May-04 00:00     05 22 14.82 +23 21 50.4  1.58786996757701  -0.0697996    13.20591183
 2017-May-05 00:00     05 26 27.79 +23 24 42.8  1.58782584483829  -0.0828793    13.20554487
 2017-May-06 00:00     05 30 40.90 +23 27 09.6  1.58777434885275  -0.0953324    13.20511660
 2017-May-07 00:00     05 34 54.14 +23 29 10.9  1.58771583742211  -0.1071754    13.20462997
 2017-May-08 00:00     05 39 07.48 +23 30 46.6  1.58765065534619  -0.1184365    13.20408787
 2017-May-09 00:00     05 43 20.89 +23 31 56.6  1.58757912796218  -0.1291544    13.20349299
 2017-May-10 00:00     05 47 34.35 +23 32 41.0  1.58750155606687  -0.1393751    13.20284785
 2017-May-11 00:00     05 51 47.83 +23 32 59.7  1.58741821216482  -0.1491501    13.20215470
 2017-May-12 00:00     05 56 01.30 +23 32 52.7  1.58732933759992  -0.1585358    13.20141555
 2017-May-13 00:00     06 00 14.75 +23 32 20.0  1.58723514022372  -0.1675915    13.20063213
 2017-May-14 00:00     06 04 28.14 +23 31 21.6  1.58713579322583  -0.1763775    13.19980589
 2017-May-15 00:00     06 08 41.45 +23 29 57.6  1.58703143436955  -0.1849565    13.19893796
 2017-May-16 00:00     06 12 54.66 +23 28 07.9  1.58692216510820  -0.1933917    13.19802920
 2017-May-17 00:00     06 17 07.74 +23 25 52.8  1.58680804945688  -0.2017491    13.19708013
 2017-May-18 00:00     06 21 20.67 +23 23 12.1  1.58668911194673  -0.2101006    13.19609096
 2017-May-19 00:00     06 25 33.42 +23 20 06.0  1.58656533421226  -0.2185235    13.19506153
 2017-May-20 00:00     06 29 45.98 +23 16 34.6  1.58643665021478  -0.2271041    13.19399130
 2017-May-21 00:00     06 33 58.31 +23 12 37.9  1.58630294316082  -0.2359325    13.19287929
 2017-May-22 00:00     06 38 10.40 +23 08 16.0  1.58616404223290  -0.2451044    13.19172408
 2017-May-23 00:00     06 42 22.21 +23 03 29.2  1.58601972646785  -0.2546928    13.19052385
 2017-May-24 00:00     06 46 33.74 +22 58 17.4  1.58586973934485  -0.2647463    13.18927644
 2017-May-25 00:00     06 50 44.94 +22 52 40.9  1.58571381161783  -0.2752561    13.18797963
 2017-May-26 00:00     06 54 55.81 +22 46 39.7  1.58555169930385  -0.2861424    13.18663138
 2017-May-27 00:00     06 59 06.30 +22 40 14.1  1.58538322426345  -0.2972592    13.18523022
 2017-May-28 00:00     07 03 16.40 +22 33 24.1  1.58520830756297  -0.3084139    13.18377548
 2017-May-29 00:00     07 07 26.09 +22 26 10.0  1.58502698658579  -0.3194020    13.18226748
 2017-May-30 00:00     07 11 35.33 +22 18 32.0  1.58483941192509  -0.3300412    13.18070747
 2017-May-31 00:00     07 15 44.11 +22 10 30.2  1.58464582836236  -0.3401891    13.17909748
 2017-Jun-01 00:00     07 19 52.40 +22 02 04.8  1.58444654938089  -0.3497505    13.17744013
 2017-Jun-02 00:00     07 24 00.19 +21 53 16.1  1.58424177185024  -0.3586704    13.17573705
 2017-Jun-03 00:00     07 28 07.45 +21 44 04.3  1.58403219368186  -0.3669237    13.17399404
 2017-Jun-04 00:00     07 32 14.18 +21 34 29.6  1.58381804254994  -0.3745058    13.17221300
 2017-Jun-05 00:00     07 36 20.34 +21 24 32.2  1.58359970398828  -0.3814256    13.17039713
 2017-Jun-06 00:00     07 40 25.93 +21 14 12.4  1.58337755560925  -0.3877020    13.16854958
 2017-Jun-07 00:00     07 44 30.94 +21 03 30.4  1.58315196289909  -0.3933564    13.16667338
 2017-Jun-08 00:00     07 48 35.35 +20 52 26.4  1.58292327640492  -0.3984200    13.16477146
 2017-Jun-09 00:00     07 52 39.15 +20 41 00.8  1.58269182745130  -0.4029289    13.16284655
 2017-Jun-10 00:00     07 56 42.34 +20 29 13.8  1.58245792419577  -0.4069262    13.16090124
 2017-Jun-11 00:00     08 00 44.90 +20 17 05.7  1.58222184815402  -0.4104614    13.15893786
 2017-Jun-12 00:00     08 04 46.82 +20 04 36.7  1.58198385041904  -0.4135904    13.15695849
 2017-Jun-13 00:00     08 08 48.11 +19 51 47.1  1.58174414789797  -0.4163720    13.15496494
 2017-Jun-14 00:00     08 12 48.75 +19 38 37.2  1.58150292149323  -0.4188826    13.15295872
 2017-Jun-15 00:00     08 16 48.74 +19 25 07.4  1.58126030636329  -0.4211941    13.15094096
 2017-Jun-16 00:00     08 20 48.08 +19 11 17.8  1.58101639369228  -0.4233901    13.14891240
 2017-Jun-17 00:00     08 24 46.76 +18 57 08.8  1.58077122389124  -0.4255634    13.14687338
 2017-Jun-18 00:00     08 28 44.78 +18 42 40.7  1.58052478134189  -0.4278146    13.14482378
 2017-Jun-19 00:00     08 32 42.15 +18 27 53.8  1.58027699020478  -0.4302512    13.14276296
 2017-Jun-20 00:00     08 36 38.85 +18 12 48.3  1.58002771287279  -0.4329775    13.14068979
 2017-Jun-21 00:00     08 40 34.90 +17 57 24.7  1.57977675531090  -0.4360815    13.13860264
 2017-Jun-22 00:00     08 44 30.28 +17 41 43.2  1.57952388219113  -0.4396147    13.13649956
 2017-Jun-23 00:00     08 48 25.01 +17 25 44.2  1.57926884522141  -0.4435665    13.13437848
 2017-Jun-24 00:00     08 52 19.07 +17 09 27.9  1.57901142031835  -0.4478654    13.13223754
 2017-Jun-25 00:00     08 56 12.47 +16 52 54.8  1.57875144600959  -0.4523658    13.13007540
 2017-Jun-26 00:00     09 00 05.21 +16 36 05.0  1.57848885825319  -0.4568827    13.12789153
 2017-Jun-27 00:00     09 03 57.28 +16 18 59.1  1.57822370363028  -0.4612228    13.12568630
 2017-Jun-28 00:00     09 07 48.69 +16 01 37.3  1.57795613587802  -0.4652109    13.12346101
 2017-Jun-29 00:00     09 11 39.45 +15 44 00.0  1.57768639794345  -0.4687211    13.12121767
 2017-Jun-30 00:00     09 15 29.54 +15 26 07.4  1.57741479439975  -0.4716589    13.11895881
 2017-Jul-01 00:00     09 19 18.98 +15 08 00.1  1.57714167354533  -0.4739684    13.11668733
 2017-Jul-02 00:00     09 23 07.78 +14 49 38.3  1.57686749845775  -0.4756212    13.11440709
 2017-Jul-03 00:00     09 26 55.93 +14 31 02.3  1.57659247118361  -0.4766042    13.11211975
 2017-Jul-04 00:00     09 30 43.45 +14 12 12.5  1.57631706937901  -0.4769175    13.10982931
 2017-Jul-05 00:00     09 34 30.34 +13 53 09.2  1.57604167930787  -0.4765649    13.10753896
 2017-Jul-06 00:00     09 38 16.62 +13 33 52.8  1.57576668298754  -0.4755561    13.10525188
 2017-Jul-07 00:00     09 42 02.30 +13 14 23.7  1.57549245502010  -0.4739075    13.10297120
 2017-Jul-08 00:00     09 45 47.38 +12 54 42.1  1.57521935951998  -0.4716389    13.10069993
 2017-Jul-09 00:00     09 49 31.89 +12 34 48.4  1.57494774598790  -0.4687817    13.09844099
 2017-Jul-10 00:00     09 53 15.82 +12 14 43.0  1.57467794298608  -0.4653774    13.09619711
 2017-Jul-11 00:00     09 56 59.21 +11 54 26.2  1.57441025174184  -0.4614791    13.09397079
 2017-Jul-12 00:00     10 00 42.05 +11 33 58.3  1.57414493939360  -0.4571519    13.09176425
 2017-Jul-13 00:00     10 04 24.37 +11 13 19.7  1.57388223200521  -0.4524729    13.08957938
 2017-Jul-14 00:00     10 08 06.19 +10 52 30.6  1.57362230757999  -0.4475311    13.08741766
 2017-Jul-15 00:00     10 11 47.51 +10 31 31.6  1.57336528963789  -0.4424260    13.08528010
 2017-Jul-16 00:00     10 15 28.36 +10 10 22.8  1.57311124147286  -0.4372632    13.08316725
 2017-Jul-17 00:00     10 19 08.75 +09 49 04.6  1.57286016294494  -0.4321661    13.08107909
 2017-Jul-18 00:00     10 22 48.70 +09 27 37.3  1.57261198192860  -0.4272493    13.07901504
 2017-Jul-19 00:00     10 26 28.23 +09 06 01.4  1.57236656221155  -0.4226216    13.07697394
 2017-Jul-20 00:00     10 30 07.35 +08 44 17.0  1.57212371007972  -0.4183701    13.07495420
 2017-Jul-21 00:00     10 33 46.09 +08 22 24.6  1.57188319244648  -0.4145412    13.07295388
 2017-Jul-22 00:00     10 37 24.45 +08 00 24.5  1.57164476497849  -0.4111252    13.07097094
 2017-Jul-23 00:00     10 41 02.45 +07 38 17.1  1.57140820797846  -0.4080474    13.06900355
 2017-Jul-24 00:00     10 44 40.12 +07 16 02.6  1.57117336088386  -0.4051790    13.06705039
 2017-Jul-25 00:00     10 48 17.45 +06 53 41.5  1.57094014896900  -0.4023568    13.06511082
 2017-Jul-26 00:00     10 51 54.47 +06 31 14.0  1.57070859491214  -0.3994109    13.06318505
 2017-Jul-27 00:00     10 55 31.19 +06 08 40.7  1.57047881545580  -0.3961890    13.06127403
 2017-Jul-28 00:00     10 59 07.63 +05 46 01.7  1.57025100717622  -0.3925671    13.05937941
 2017-Jul-29 00:00     11 02 43.80 +05 23 17.4  1.57002542624734  -0.3884653    13.05750331
 2017-Jul-30 00:00     11 06 19.71 +05 00 28.3  1.56980236865035  -0.3838220    13.05564819
 2017-Jul-31 00:00     11 09 55.40 +04 37 34.6  1.56958215848788  -0.3786008    13.05381676
 2017-Aug-01 00:00     11 13 30.87 +04 14 36.8  1.56936513647143  -0.3727794    13.05201184
 2017-Aug-02 00:00     11 17 06.14 +03 51 34.9  1.56915186677774  -0.3663436    13.05023813
 2017-Aug-03 00:00     11 20 41.23 +03 28 29.7  1.56894228120075  -0.3592834    13.04849506
 2017-Aug-04 00:00     11 24 16.16 +03 05 21.3  1.56873695516022  -0.3515936    13.04678742
 2017-Aug-05 00:00     11 27 50.95 +02 42 10.0  1.56853625299371  -0.3432727    13.04511823
 2017-Aug-06 00:00     11 31 25.63 +02 18 56.4  1.56834053767783  -0.3343275    13.04349052
 2017-Aug-07 00:00     11 35 00.20 +01 55 40.5  1.56815016554736  -0.3247748    13.04190724
 2017-Aug-08 00:00     11 38 34.69 +01 32 22.9  1.56796547926473  -0.3146461    13.04037125
 2017-Aug-09 00:00     11 42 09.12 +01 09 03.7  1.56778679760508  -0.3039922    13.03888520
 2017-Aug-10 00:00     11 45 43.52 +00 45 43.5  1.56761440484964  -0.2928832    13.03745145
 2017-Aug-11 00:00     11 49 17.91 +00 22 22.4  1.56744853882139  -0.2814085    13.03607199
 2017-Aug-12 00:00     11 52 52.30 -00 00 59.2  1.56728938078436  -0.2696743    13.03474831
 2017-Aug-13 00:00     11 56 26.72 -00 24 20.9  1.56713704637077  -0.2578020    13.03348138
 2017-Aug-14 00:00     12 00 01.19 -00 47 42.4  1.56699157889636  -0.2459170    13.03227157
 2017-Aug-15 00:00     12 03 35.74 -01 11 03.5  1.56685294800042  -0.2341503    13.03111861
 2017-Aug-16 00:00     12 07 10.39 -01 34 23.7  1.56672104962795  -0.2226237    13.03002165
 2017-Aug-17 00:00     12 10 45.15 -01 57 42.8  1.56659571343605  -0.2114429    13.02897926
 2017-Aug-18 00:00     12 14 20.06 -02 21 00.3  1.56647671600445  -0.2006840    13.02798958
 2017-Aug-19 00:00     12 17 55.12 -02 44 16.1  1.56636380137289  -0.1903819    13.02705050
 2017-Aug-20 00:00     12 21 30.36 -03 07 29.7  1.56625670744058  -0.1805219    13.02615983
 2017-Aug-21 00:00     12 25 05.80 -03 30 40.7  1.56615519552671  -0.1710380    13.02531558
 2017-Aug-22 00:00     12 28 41.45 -03 53 48.9  1.56605907807456  -0.1618217    13.02451620
 2017-Aug-23 00:00     12 32 17.34 -04 16 53.9  1.56596823853090  -0.1527389    13.02376071
 2017-Aug-24 00:00     12 35 53.47 -04 39 55.3  1.56588264019959  -0.1436503    13.02304881
 2017-Aug-25 00:00     12 39 29.86 -05 02 52.7  1.56580232416279  -0.1344281    13.02238084
 2017-Aug-26 00:00     12 43 06.54 -05 25 45.8  1.56572739964423  -0.1249650    13.02175771
 2017-Aug-27 00:00     12 46 43.51 -05 48 34.3  1.56565803056957  -0.1151798    13.02118079
 2017-Aug-28 00:00     12 50 20.80 -06 11 17.8  1.56559442151285  -0.1050113    13.02065176
 2017-Aug-29 00:00     12 53 58.42 -06 33 55.9  1.56553680728342  -0.0944153    13.02017260
 2017-Aug-30 00:00     12 57 36.38 -06 56 28.2  1.56548544479753  -0.0833605    13.01974543
 2017-Aug-31 00:00     13 01 14.71 -07 18 54.5  1.56544060751379  -0.0718139    13.01937253
 2017-Sep-01 00:00     13 04 53.42 -07 41 14.2  1.56540258674289  -0.0597530    13.01905632
 2017-Sep-02 00:00     13 08 32.53 -08 03 27.2  1.56537168640983  -0.0471542    13.01879933
 2017-Sep-03 00:00     13 12 12.05 -08 25 33.0  1.56534822323421  -0.0339973    13.01860420
 2017-Sep-04 00:00     13 15 52.01 -08 47 31.3  1.56533252263677  -0.0202713    13.01847362
 2017-Sep-05 00:00     13 19 32.41 -09 09 21.6  1.56532491662274  -0.0059717    13.01841036
 2017-Sep-06 00:00     13 23 13.28 -09 31 03.7  1.56532573059328   0.0088795    13.01841713
 2017-Sep-07 00:00     13 26 54.63 -09 52 37.3  1.56533527059915   0.0242338    13.01849647
 2017-Sep-08 00:00     13 30 36.49 -10 14 01.9  1.56535380874594   0.0400222    13.01865065
 2017-Sep-09 00:00     13 34 18.86 -10 35 17.2  1.56538156591574   0.0561367    13.01888150
 2017-Sep-10 00:00     13 38 01.77 -10 56 22.8  1.56541869400650   0.0724480    13.01919028
 2017-Sep-11 00:00     13 41 45.24 -11 17 18.5  1.56546526651639   0.0888138    13.01957762
 2017-Sep-12 00:00     13 45 29.28 -11 38 03.8  1.56552127071823   0.1050845    13.02004339
 2017-Sep-13 00:00     13 49 13.90 -11 58 38.5  1.56558661153147   0.1211218    13.02058681
 2017-Sep-14 00:00     13 52 59.12 -12 19 02.1  1.56566111838667   0.1368053    13.02120647
 2017-Sep-15 00:00     13 56 44.97 -12 39 14.3  1.56574455816025   0.1520411    13.02190041
 2017-Sep-16 00:00     14 00 31.44 -12 59 14.9  1.56583665327102   0.1667692    13.02266634
 2017-Sep-17 00:00     14 04 18.55 -13 19 03.3  1.56593710233674   0.1809682    13.02350175
 2017-Sep-18 00:00     14 08 06.32 -13 38 39.3  1.56604560309733   0.1946563    13.02440413
