Title: OGLE-2016-BLG-1003: First Resolved Caustic-crossing Binary-source 
       Event Discovered by Second-generation Microlensing Surveys  
Authors: Jung Y.K., Udalski A., Bond I.A., Yee J.C., Gould A., Han C., 
         Albrow M.D., Lee C.-U., Kim S.-L., Hwang K.-H., Chung S.-J., Ryu Y.-H.,
         Shin I.-G., Zhu W., Cha S.-M., Kim D.-J., Lee Y., Park B.-G., 
         Kim H.-W., Pogge R.W., Skowron J., Szymanski M.K., Poleski R., Mroz P.,
         Kozlowski S., Pietrukowicz P., Soszynski I., Ulaczyk K., Pawlak M., 
         Abe F., Bennett D.P., Barry R., Sumi T., Asakura Y., Bhattacharya A., 
         Donachie M., Fukui A., Hirao Y., Itow Y., Koshimoto N., Li M.C.A., 
         Ling C.H., Masuda K., Matsubara Y., Muraki Y., Nagakane M., 
         Rattenbury N.J., Evans P., Sharan A., Sullivan D.J., Suzuki D., 
         Tristram P.J., Yamada T., Yamada T., Yonehara A.
Figure: Light curve of OGLE-2016-BLG-1003
================================================================================
Byte-by-byte Description of file: dbf1.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label   Explanations
--------------------------------------------------------------------------------
   1-  4 A4     ---     Obs     Observatory identifier
   6-  6 A1     ---     Filter  Filter used
   8- 18 F11.6  d       HJD     Heliocentric Julian Date; - 2450000
  20- 28 F9.6   mag     mag     Apparent magnitude in Filter
  30- 37 F8.6   mag   e_mag     Uncertainty in mag
--------------------------------------------------------------------------------
MOA  R 7482.044327 19.740247 0.201229 
MOA  R 7482.157268 19.717231 0.137611 
MOA  R 7482.994046 20.066114 0.215264 
MOA  R 7483.023969 19.716913 0.134639 
MOA  R 7483.096446 20.013668 0.193999 
MOA  R 7483.129809 19.941357 0.200931 
MOA  R 7483.189034 19.661986 0.101279 
MOA  R 7483.224688 19.659582 0.127266 
MOA  R 7484.106000 19.821664 0.128882 
MOA  R 7484.139383 19.711822 0.139719 
MOA  R 7484.195088 19.883896 0.174231 
MOA  R 7484.228461 19.695185 0.137877 
MOA  R 7486.992265 19.845041 0.181817 
MOA  R 7487.023327 19.723452 0.106510 
MOA  R 7487.155869 19.704482 0.145201 
MOA  R 7487.245098 19.778538 0.155930 
MOA  R 7488.004896 19.844031 0.162442 
MOA  R 7488.037129 19.627221 0.127603 
MOA  R 7488.131588 19.714541 0.199323 
MOA  R 7488.188653 19.699603 0.141075 
MOA  R 7488.220866 19.821238 0.222971 
MOA  R 7488.255549 19.624613 0.178496 
MOA  R 7491.010494 19.636418 0.141129 
MOA  R 7491.161247 19.906930 0.168381 
MOA  R 7491.193600 19.519509 0.159280 
MOA  R 7491.226983 19.532918 0.114464 
MOA  R 7491.262766 19.829465 0.216328 
MOA  R 7493.016498 19.598476 0.141432 
MOA  R 7493.112347 19.611927 0.122010 
MOA  R 7493.168151 19.772715 0.164231 
MOA  R 7493.200604 19.624771 0.118917 
MOA  R 7493.235227 19.601608 0.086686 
MOA  R 7493.270020 19.914781 0.260618 
MOA  R 7493.980591 19.839233 0.177966 
MOA  R 7494.092621 19.820426 0.136817 
MOA  R 7494.124813 19.641475 0.152089 
MOA  R 7494.226182 19.710077 0.130563 
MOA  R 7494.260965 19.654570 0.152941 
MOA  R 7496.063977 19.865525 0.253744 
MOA  R 7497.003945 19.723500 0.194237 
MOA  R 7497.151027 19.753348 0.141623 
MOA  R 7497.183240 19.818075 0.136416 
MOA  R 7497.218133 19.766744 0.160068 
MOA  R 7497.252915 19.514038 0.115222 
MOA  R 7498.241406 19.721188 0.136186 
MOA  R 7498.997498 19.933795 0.189643 
MOA  R 7499.067703 19.811623 0.183958 
MOA  R 7499.180412 19.729530 0.191794 
MOA  R 7499.215025 19.826539 0.167058 
MOA  R 7499.249848 19.726469 0.129370 
MOA  R 7499.978946 19.450055 0.200158 
MOA  R 7500.006289 19.659969 0.196469 
MOA  R 7500.159561 19.769045 0.161774 
MOA  R 7500.191823 19.784956 0.196929 
MOA  R 7500.226836 19.629381 0.132916 
MOA  R 7500.261659 19.837243 0.169541 
MOA  R 7502.182799 19.621301 0.276404 
MOA  R 7502.240014 19.574959 0.258133 
MOA  R 7505.964284 19.566867 0.216088 
MOA  R 7506.133247 19.797286 0.247434 
MOA  R 7506.185620 19.986587 0.284164 
MOA  R 7506.212612 19.783869 0.230973 
MOA  R 7514.018355 19.741527 0.205444 
MOA  R 7514.050577 19.571457 0.160941 
MOA  R 7514.132383 19.405413 0.122430 
MOA  R 7514.166915 19.616679 0.129442 
MOA  R 7514.254370 19.656819 0.143529 
MOA  R 7515.018488 19.958693 0.197689 
MOA  R 7515.050700 19.516677 0.145290 
MOA  R 7515.131955 19.727628 0.132619 
MOA  R 7515.164167 19.562632 0.107766 
MOA  R 7515.199289 19.453612 0.097373 
MOA  R 7515.234021 19.651224 0.137338 
MOA  R 7515.267453 19.720960 0.122683 
MOA  R 7515.960436 19.392448 0.169215 
MOA  R 7516.029490 19.651145 0.151384 
MOA  R 7516.142677 19.622619 0.146037 
MOA  R 7516.212151 19.777589 0.142830 
MOA  R 7516.245513 19.822214 0.172323 
MOA  R 7516.278875 19.391905 0.176925 
MOA  R 7518.184168 19.741966 0.214717 
MOA  R 7525.266663 19.491320 0.105217 
MOA  R 7527.926885 19.786774 0.190675 
MOA  R 7534.905434 19.279317 0.140815 
MOA  R 7534.938915 19.518176 0.187790 
MOA  R 7535.039518 19.522029 0.122862 
MOA  R 7538.187714 19.309724 0.110583 
MOA  R 7538.221085 19.463570 0.100553 
MOA  R 7538.286737 19.270393 0.132205 
MOA  R 7539.167241 19.346482 0.169503 
MOA  R 7540.042724 19.348838 0.119968 
MOA  R 7540.065724 19.620316 0.109825 
MOA  R 7540.077235 19.567144 0.123813 
MOA  R 7540.110715 19.224031 0.081328 
MOA  R 7540.146826 19.457988 0.145098 
MOA  R 7540.179037 19.275347 0.087662 
MOA  R 7540.921605 17.870310 0.027807 
MOA  R 7540.953846 17.765800 0.020388 
MOA  R 7541.083099 18.386354 0.038257 
MOA  R 7541.152630 17.279707 0.016811 
MOA  R 7541.184841 17.580348 0.020263 
MOA  R 7541.218202 17.739497 0.019809 
MOA  R 7541.250413 17.885186 0.027133 
MOA  R 7541.284944 17.933073 0.027961 
MOA  R 7541.857116 18.463160 0.069270 
MOA  R 7541.890467 18.373440 0.041666 
MOA  R 7541.922668 18.391635 0.053202 
MOA  R 7542.035690 18.460117 0.046732 
MOA  R 7542.069051 18.475977 0.029797 
MOA  R 7542.102512 18.465932 0.038419 
MOA  R 7542.138483 18.451591 0.042720 
MOA  R 7542.170703 18.451954 0.042957 
MOA  R 7542.204134 18.462820 0.050169 
MOA  R 7543.968200 18.660520 0.075852 
MOA  R 7544.000400 18.669509 0.063077 
MOA  R 7544.033761 18.671739 0.070486 
MOA  R 7544.065991 18.672251 0.055359 
MOA  R 7544.100642 18.630961 0.059826 
MOA  R 7544.236834 18.733733 0.074214 
MOA  R 7544.821725 18.781039 0.094655 
MOA  R 7544.861986 18.691397 0.067406 
MOA  R 7544.895356 18.605680 0.064408 
MOA  R 7544.993168 18.704921 0.044153 
MOA  R 7545.026548 18.706944 0.049695 
MOA  R 7545.059909 18.634091 0.049196 
MOA  R 7545.094530 18.685802 0.042440 
MOA  R 7545.129360 18.713421 0.045071 
MOA  R 7545.231762 18.764517 0.100304 
MOA  R 7545.830742 18.714244 0.081911 
MOA  R 7545.859532 18.640708 0.049947 
MOA  R 7545.892952 18.628627 0.042626 
MOA  R 7545.996594 18.770269 0.047148 
MOA  R 7546.032895 18.736852 0.059358 
MOA  R 7546.065105 18.703792 0.072197 
MOA  R 7546.101176 18.710563 0.057514 
MOA  R 7546.135996 18.753575 0.054194 
MOA  R 7546.890347 18.686641 0.053253 
MOA  R 7546.958138 18.825500 0.104943 
MOA  R 7547.024969 18.666413 0.057242 
MOA  R 7547.057209 18.594890 0.071649 
MOA  R 7547.093250 18.667182 0.063552 
MOA  R 7547.128090 18.756138 0.057703 
MOA  R 7547.229902 18.659494 0.073128 
MOA  R 7551.855926 18.586176 0.111641 
MOA  R 7551.921656 18.582881 0.052576 
MOA  R 7551.953857 18.594761 0.058465 
MOA  R 7551.989567 18.618271 0.045988 
MOA  R 7552.025427 18.576729 0.047095 
MOA  R 7552.067527 18.567459 0.059693 
MOA  R 7552.116398 18.554658 0.045692 
MOA  R 7552.163368 18.542754 0.033463 
MOA  R 7552.199148 18.525046 0.061123 
MOA  R 7552.275518 18.583267 0.105559 
MOA  R 7554.883656 18.351005 0.093629 
MOA  R 7554.960346 18.401643 0.058552 
MOA  R 7555.032836 18.283188 0.082243 
MOA  R 7555.069856 18.365958 0.076422 
MOA  R 7555.991386 18.266749 0.045051 
MOA  R 7556.025006 18.269953 0.050956 
MOA  R 7556.057206 18.219284 0.035476 
MOA  R 7556.160156 18.279194 0.089580 
MOA  R 7563.797887 19.239435 0.173541 
MOA  R 7563.863456 19.150806 0.088628 
MOA  R 7563.929035 19.440160 0.118669 
MOA  R 7564.043764 19.223182 0.106758 
MOA  R 7564.116853 19.392389 0.169774 
MOA  R 7564.152532 19.224875 0.103855 
MOA  R 7564.204831 19.372963 0.138543 
MOA  R 7564.240501 19.352404 0.157452 
MOA  R 7567.801669 19.593091 0.186100 
MOA  R 7567.833888 19.639755 0.179196 
MOA  R 7567.933106 19.388226 0.090720 
MOA  R 7567.965315 19.320684 0.086996 
MOA  R 7568.047363 19.385091 0.079088 
MOA  R 7568.082203 19.461678 0.172920 
MOA  R 7568.147791 19.299487 0.175566 
MOA  R 7568.213870 19.533836 0.200478 
MOA  R 7568.798097 19.532186 0.129370 
MOA  R 7568.830347 19.341648 0.114303 
MOA  R 7568.863756 19.532810 0.117960 
MOA  R 7568.963864 19.399013 0.109292 
MOA  R 7569.078421 19.400390 0.106548 
MOA  R 7569.110640 19.514219 0.125125 
MOA  R 7569.144000 19.574033 0.115092 
MOA  R 7569.185419 19.505514 0.110389 
MOA  R 7569.223378 19.675281 0.145417 
MOA  R 7569.871983 19.306532 0.184759 
MOA  R 7569.970931 19.466800 0.119774 
MOA  R 7570.004290 19.464720 0.108927 
MOA  R 7570.037789 19.457754 0.096301 
MOA  R 7570.120677 19.310000 0.084803 
MOA  R 7570.152896 19.257745 0.100369 
MOA  R 7570.186265 19.442345 0.127752 
MOA  R 7570.218485 19.358601 0.095566 
MOA  R 7570.794920 19.356428 0.119842 
MOA  R 7570.827149 19.419510 0.125217 
MOA  R 7570.860539 19.641167 0.289899 
MOA  R 7570.926117 19.465615 0.091323 
MOA  R 7570.958336 19.543095 0.092267 
MOA  R 7571.059594 19.521474 0.100488 
MOA  R 7571.091793 19.294495 0.089183 
MOA  R 7571.125152 19.513340 0.100025 
MOA  R 7571.157361 19.587653 0.113984 
MOA  R 7571.190810 19.354827 0.088695 
MOA  R 7571.223039 19.316943 0.143241 
MOA  R 7572.959612 19.493336 0.160501 
MOA  R 7572.992991 19.311836 0.221488 
MOA  R 7574.825046 19.307600 0.142348 
MOA  R 7574.859565 19.481352 0.133854 
MOA  R 7574.892924 19.540848 0.089783 
MOA  R 7574.960802 19.474358 0.111225 
MOA  R 7574.996471 19.451334 0.083014 
MOA  R 7575.032319 19.381512 0.101510 
MOA  R 7575.185055 19.536985 0.118919 
MOA  R 7575.952099 19.584412 0.111897 
MOA  R 7575.988438 19.620334 0.123023 
MOA  R 7576.148803 19.500332 0.105902 
MOA  R 7576.182222 19.413021 0.085318 
MOA  R 7576.215611 19.351237 0.104188 
MOA  R 7576.790881 19.412616 0.165704 
MOA  R 7576.824290 19.471541 0.110593 
MOA  R 7576.857669 19.722519 0.168305 
MOA  R 7576.965785 19.583743 0.110161 
MOA  R 7577.002844 19.533391 0.130333 
MOA  R 7577.052272 19.567653 0.136349 
MOA  R 7577.089091 19.549604 0.110105 
MOA  R 7577.181667 19.287324 0.211369 
MOA  R 7577.835954 19.537626 0.175849 
MOA  R 7577.869313 19.481826 0.086547 
MOA  R 7577.902682 19.640806 0.124563 
MOA  R 7577.969409 19.499217 0.102889 
MOA  R 7578.004068 19.424692 0.095154 
MOA  R 7578.143633 19.435793 0.182953 
MOA  R 7578.792559 19.548088 0.194056 
MOA  R 7578.825967 19.724422 0.200013 
MOA  R 7578.859326 19.719666 0.161958 
MOA  R 7578.892695 19.299423 0.193389 
MOA  R 7578.926054 19.523361 0.105714 
MOA  R 7578.961712 19.558494 0.137237 
MOA  R 7578.997651 19.678293 0.139200 
MOA  R 7579.033630 19.539206 0.169503 
MOA  R 7579.068058 19.584178 0.097720 
MOA  R 7579.101417 19.545076 0.137087 
MOA  R 7579.160875 19.465080 0.113770 
MOA  R 7579.194243 19.524082 0.181833 
MOA  R 7579.790770 19.579194 0.152265 
MOA  R 7579.824139 19.645691 0.116105 
MOA  R 7579.857518 19.652924 0.137293 
MOA  R 7579.924225 19.612309 0.202547 
MOA  R 7579.959924 19.719654 0.186514 
MOA  R 7579.994912 19.895341 0.237210 
MOA  R 7580.030911 19.498202 0.138874 
MOA  R 7580.097918 19.578834 0.166973 
MOA  R 7580.131287 19.611633 0.130911 
MOA  R 7580.164666 19.602161 0.146123 
MOA  R 7580.826399 19.392250 0.111208 
MOA  R 7581.019091 19.724075 0.173490 
MOA  R 7581.055000 19.569764 0.129337 
MOA  R 7581.089638 19.539991 0.112146 
MOA  R 7581.103438 19.789825 0.182086 
MOA  R 7581.131536 19.783270 0.138613 
MOA  R 7581.164905 19.714377 0.226259 
MOA  R 7585.133890 19.857842 0.264906 
MOA  R 7590.795901 19.624679 0.176216 
MOA  R 7590.829269 19.606171 0.166225 
MOA  R 7590.895985 19.817980 0.171526 
MOA  R 7590.929683 19.599334 0.187417 
MOA  R 7591.050567 19.553617 0.242724 
MOA  R 7591.089694 19.627329 0.174974 
MOA  R 7591.125362 19.583581 0.233306 
MOA  R 7591.830183 19.567969 0.221009 
MOA  R 7594.899863 19.556132 0.145718 
MOA  R 7594.933241 19.764284 0.137170 
MOA  R 7595.022976 19.617267 0.221605 
MOA  R 7595.147268 19.888763 0.157833 
MOA  R 7595.798089 19.680364 0.207875 
MOA  R 7595.831457 19.662676 0.161239 
MOA  R 7597.920795 19.478574 0.214453 
MOA  R 7597.960942 19.870689 0.222095 
MOA  R 7598.799158 19.862099 0.196351 
MOA  R 7598.834356 19.710137 0.153077 
MOA  R 7598.868123 19.547608 0.155860 
MOA  R 7598.969937 19.739243 0.121399 
MOA  R 7600.873760 19.751412 0.153786 
MOA  R 7600.959604 19.694277 0.144322 
MOA  R 7601.022529 19.703175 0.196525 
MOA  R 7602.036240 19.641064 0.130032 
MOA  R 7602.136323 19.843558 0.248748 
MOA  R 7607.082315 19.685111 0.144675 
MOA  R 7607.115673 19.827121 0.166731 
MOA  R 7607.862927 19.760378 0.183456 
MOA  R 7607.930981 19.750320 0.140900 
MOA  R 7607.970638 19.544929 0.130959 
MOA  R 7608.004016 19.696154 0.194389 
MOA  R 7608.952323 19.457123 0.164148 
MOA  R 7609.909959 19.851092 0.174423 
MOA  R 7609.946026 19.764080 0.163253 
MOA  R 7609.979364 19.713153 0.145247 
MOA  R 7610.107614 19.409417 0.161757 
MOA  R 7610.996264 20.017165 0.213492 
MOA  R 7613.990533 19.353838 0.205733 
MOA  R 7616.870423 19.426881 0.263470 
MOA  R 7616.905071 19.582734 0.134978 
MOA  R 7616.941228 19.813193 0.170406 
MOA  R 7616.976895 19.451988 0.135240 
MOA  R 7617.890567 19.543645 0.247523 
MOA  R 7617.926554 19.813859 0.227696 
MOA  R 7619.809742 19.830482 0.230191 
MOA  R 7619.843089 19.664121 0.155153 
MOA  R 7619.876456 19.558049 0.242329 
MOA  R 7619.911053 19.523281 0.150939 
MOA  R 7619.947000 19.551984 0.153910 
MOA  R 7622.874552 20.056430 0.224764 
MOA  R 7622.910629 19.827444 0.154997 
MOA  R 7622.946286 19.740047 0.120549 
MOA  R 7623.984943 19.736697 0.223343 
MOA  R 7625.809118 19.804462 0.157976 
MOA  R 7625.844764 19.597988 0.205706 
MOA  R 7625.879931 19.622557 0.123718 
MOA  R 7625.909539 20.011196 0.167459 
MOA  R 7625.942885 19.954523 0.200115 
MOA  R 7627.848181 20.033008 0.227871 
MOA  R 7627.925474 19.885781 0.167651 
MOA  R 7628.011466 19.804113 0.147953 
MOA  R 7629.815198 19.775129 0.175993 
MOA  R 7629.848585 19.671044 0.131869 
MOA  R 7629.923248 19.719151 0.148245 
MOA  R 7630.012520 19.824803 0.155172 
MOA  R 7630.045906 19.477813 0.130234 
MOA  R 7630.960831 19.457402 0.235463 
MOA  R 7631.845817 19.548261 0.150273 
MOA  R 7631.884124 19.715477 0.158633 
MOA  R 7631.991234 19.887184 0.216197 
MOA  R 7636.826312 19.633468 0.129383 
MOA  R 7636.860898 19.760914 0.116618 
MOA  R 7636.968758 19.492584 0.236338 
MOA  R 7641.824376 19.795119 0.293291 
MOA  R 7642.015087 19.583719 0.273950 
MOA  R 7642.852505 19.580009 0.231217 
MOA  R 7642.879903 19.904657 0.279356 
MOA  R 7646.827305 19.590306 0.154110 
MOA  R 7646.894048 19.470553 0.170530 
MOA  R 7650.828741 19.570221 0.238007 
MOA  R 7652.945683 19.473253 0.216743 
MOA  R 7654.931288 19.734869 0.129446 
OGLE I 6687.870340 19.716000 0.117000 
OGLE I 6688.868640 19.647000 0.090000 
OGLE I 6689.870550 19.780000 0.113000 
OGLE I 6691.863320 19.455000 0.075000 
OGLE I 6691.884980 19.869000 0.134000 
OGLE I 6693.857690 19.833000 0.125000 
OGLE I 6693.876050 19.802000 0.086000 
OGLE I 6694.855880 19.651000 0.101000 
OGLE I 6694.892350 19.996000 0.160000 
OGLE I 6695.861110 19.467000 0.071000 
OGLE I 6696.854120 19.652000 0.070000 
OGLE I 6697.851940 19.854000 0.099000 
OGLE I 6699.859760 19.469000 0.061000 
OGLE I 6699.889640 19.680000 0.096000 
OGLE I 6700.882010 19.605000 0.074000 
OGLE I 6701.885540 19.633000 0.070000 
OGLE I 6703.845200 19.668000 0.132000 
OGLE I 6705.859420 20.270000 0.225000 
OGLE I 6705.890930 19.736000 0.118000 
OGLE I 6707.856950 19.525000 0.092000 
OGLE I 6708.832730 19.841000 0.091000 
OGLE I 6708.877450 19.715000 0.086000 
OGLE I 6709.845700 19.933000 0.106000 
OGLE I 6710.861960 19.550000 0.071000 
OGLE I 6714.870960 19.619000 0.100000 
OGLE I 6715.830260 19.840000 0.074000 
OGLE I 6715.875570 19.618000 0.066000 
OGLE I 6716.822370 19.685000 0.080000 
OGLE I 6716.865630 19.859000 0.077000 
OGLE I 6717.824740 19.688000 0.090000 
OGLE I 6717.878040 19.686000 0.117000 
OGLE I 6719.840210 19.844000 0.104000 
OGLE I 6720.816060 19.816000 0.092000 
OGLE I 6720.864610 19.690000 0.069000 
OGLE I 6721.799560 19.934000 0.146000 
OGLE I 6721.843510 19.773000 0.093000 
OGLE I 6722.823460 19.613000 0.091000 
OGLE I 6723.794420 19.800000 0.097000 
OGLE I 6723.848940 19.752000 0.077000 
OGLE I 6724.876230 19.431000 0.093000 
OGLE I 6725.803650 19.528000 0.081000 
OGLE I 6726.815810 19.541000 0.069000 
OGLE I 6726.867240 19.430000 0.067000 
OGLE I 6727.821620 19.593000 0.055000 
OGLE I 6728.786400 19.658000 0.077000 
OGLE I 6728.839410 19.614000 0.061000 
OGLE I 6729.791900 19.576000 0.069000 
OGLE I 6729.887630 19.458000 0.053000 
OGLE I 6730.790590 19.852000 0.136000 
OGLE I 6730.841800 19.652000 0.113000 
OGLE I 6732.850150 19.435000 0.083000 
OGLE I 6732.893500 19.432000 0.072000 
OGLE I 6733.786470 19.797000 0.101000 
OGLE I 6733.835570 19.614000 0.073000 
OGLE I 6733.879140 19.532000 0.062000 
OGLE I 6734.768320 19.408000 0.074000 
OGLE I 6734.817360 19.740000 0.095000 
OGLE I 6734.909500 19.461000 0.059000 
OGLE I 6735.794560 19.554000 0.104000 
OGLE I 6735.858920 19.543000 0.087000 
OGLE I 6736.775820 19.744000 0.127000 
OGLE I 6736.824770 19.646000 0.114000 
OGLE I 6736.879100 19.571000 0.088000 
OGLE I 6737.785680 19.676000 0.087000 
OGLE I 6737.832670 19.519000 0.052000 
OGLE I 6737.910210 19.546000 0.071000 
OGLE I 6741.828880 19.810000 0.083000 
OGLE I 6741.860870 19.662000 0.079000 
OGLE I 6741.877010 19.665000 0.065000 
OGLE I 6741.897460 19.613000 0.054000 
OGLE I 6741.913640 19.742000 0.078000 
OGLE I 6742.836730 19.571000 0.052000 
OGLE I 6742.879730 19.584000 0.047000 
OGLE I 6743.878080 19.780000 0.085000 
OGLE I 6744.798780 19.555000 0.064000 
OGLE I 6744.845860 19.623000 0.064000 
OGLE I 6744.889360 19.515000 0.047000 
OGLE I 6745.729430 19.449000 0.075000 
OGLE I 6745.764810 19.878000 0.096000 
OGLE I 6745.826250 19.643000 0.068000 
OGLE I 6745.869390 19.667000 0.057000 
OGLE I 6745.913050 19.536000 0.071000 
OGLE I 6746.772930 19.681000 0.086000 
OGLE I 6746.819610 19.555000 0.061000 
OGLE I 6746.862950 19.528000 0.055000 
OGLE I 6747.826700 19.455000 0.057000 
OGLE I 6747.876350 19.616000 0.055000 
OGLE I 6748.804480 19.662000 0.066000 
OGLE I 6748.861880 19.523000 0.054000 
OGLE I 6748.915960 19.553000 0.077000 
OGLE I 6749.768680 19.899000 0.107000 
OGLE I 6749.815210 19.606000 0.059000 
OGLE I 6749.858190 19.655000 0.059000 
OGLE I 6749.911540 19.519000 0.068000 
OGLE I 6750.793230 19.861000 0.123000 
OGLE I 6751.739260 19.550000 0.088000 
OGLE I 6751.807600 19.497000 0.048000 
OGLE I 6751.858040 19.599000 0.048000 
OGLE I 6752.714660 19.694000 0.090000 
OGLE I 6752.844370 19.694000 0.068000 
OGLE I 6752.919240 19.594000 0.068000 
OGLE I 6754.708850 19.452000 0.106000 
OGLE I 6754.859960 19.473000 0.065000 
OGLE I 6755.790770 19.513000 0.090000 
OGLE I 6755.840770 19.760000 0.078000 
OGLE I 6756.696140 19.456000 0.064000 
OGLE I 6756.760840 19.700000 0.059000 
OGLE I 6756.863630 19.557000 0.061000 
OGLE I 6757.895110 19.481000 0.055000 
OGLE I 6758.714900 19.899000 0.144000 
OGLE I 6758.835030 19.420000 0.084000 
OGLE I 6758.891810 19.939000 0.130000 
OGLE I 6759.741180 19.598000 0.064000 
OGLE I 6759.800290 19.672000 0.062000 
OGLE I 6759.901370 19.614000 0.045000 
OGLE I 6760.693470 19.628000 0.079000 
OGLE I 6760.746370 19.569000 0.063000 
OGLE I 6760.805310 19.537000 0.055000 
OGLE I 6760.850920 19.760000 0.058000 
OGLE I 6761.759010 19.759000 0.097000 
OGLE I 6761.802510 19.439000 0.060000 
OGLE I 6761.846620 19.505000 0.058000 
OGLE I 6761.897910 19.700000 0.092000 
OGLE I 6762.718970 19.520000 0.078000 
OGLE I 6762.766620 19.731000 0.076000 
OGLE I 6762.862540 19.491000 0.042000 
OGLE I 6762.908040 19.471000 0.060000 
OGLE I 6763.706880 19.878000 0.104000 
OGLE I 6763.754700 19.437000 0.064000 
OGLE I 6763.801210 19.504000 0.066000 
OGLE I 6763.858370 19.604000 0.095000 
OGLE I 6763.904040 19.532000 0.069000 
OGLE I 6764.702240 19.868000 0.127000 
OGLE I 6764.803540 19.565000 0.074000 
OGLE I 6764.846560 19.716000 0.065000 
OGLE I 6764.892110 19.875000 0.096000 
OGLE I 6765.912510 19.472000 0.088000 
OGLE I 6765.931990 19.699000 0.139000 
OGLE I 6768.758040 19.632000 0.060000 
OGLE I 6768.861880 19.453000 0.093000 
OGLE I 6768.914030 19.716000 0.058000 
OGLE I 6769.689100 19.464000 0.065000 
OGLE I 6769.736340 19.709000 0.066000 
OGLE I 6769.782150 19.797000 0.082000 
OGLE I 6769.826100 19.470000 0.057000 
OGLE I 6770.697660 19.766000 0.065000 
OGLE I 6770.741890 19.565000 0.072000 
OGLE I 6770.785560 19.675000 0.062000 
OGLE I 6770.829440 19.473000 0.052000 
OGLE I 6771.669890 19.590000 0.064000 
OGLE I 6771.688190 19.560000 0.059000 
OGLE I 6771.734100 19.718000 0.067000 
OGLE I 6771.793990 19.652000 0.064000 
OGLE I 6771.852860 19.482000 0.064000 
OGLE I 6771.897960 19.642000 0.065000 
OGLE I 6772.673370 19.611000 0.071000 
OGLE I 6772.719100 19.815000 0.076000 
OGLE I 6772.781790 19.576000 0.068000 
OGLE I 6772.825370 19.544000 0.054000 
OGLE I 6773.713920 19.716000 0.101000 
OGLE I 6774.696880 19.872000 0.123000 
OGLE I 6774.790210 19.739000 0.117000 
OGLE I 6774.833620 19.791000 0.136000 
OGLE I 6775.677260 19.650000 0.057000 
OGLE I 6775.725810 19.503000 0.046000 
OGLE I 6775.786190 19.506000 0.054000 
OGLE I 6775.840670 19.485000 0.055000 
OGLE I 6776.659020 19.875000 0.097000 
OGLE I 6776.717070 19.782000 0.087000 
OGLE I 6776.826700 19.481000 0.066000 
OGLE I 6777.725150 19.455000 0.054000 
OGLE I 6777.777030 19.482000 0.052000 
OGLE I 6777.822800 19.538000 0.070000 
OGLE I 6784.648260 19.883000 0.107000 
OGLE I 6784.706310 19.849000 0.108000 
OGLE I 6784.757000 19.414000 0.071000 
OGLE I 6784.806010 19.467000 0.056000 
OGLE I 6785.634180 19.650000 0.069000 
OGLE I 6785.683220 19.505000 0.056000 
OGLE I 6785.730580 19.473000 0.052000 
OGLE I 6785.785350 19.503000 0.048000 
OGLE I 6786.645050 19.613000 0.061000 
OGLE I 6786.691350 19.498000 0.058000 
OGLE I 6786.804660 19.609000 0.050000 
OGLE I 6786.830410 19.662000 0.078000 
OGLE I 6787.726410 19.788000 0.082000 
OGLE I 6787.789720 19.553000 0.060000 
OGLE I 6788.808590 19.622000 0.091000 
OGLE I 6789.635980 19.545000 0.092000 
OGLE I 6789.679980 19.798000 0.124000 
OGLE I 6789.723790 19.612000 0.083000 
OGLE I 6789.767060 19.492000 0.066000 
OGLE I 6789.815310 19.616000 0.076000 
OGLE I 6789.869100 19.389000 0.081000 
OGLE I 6790.637680 20.147000 0.185000 
OGLE I 6790.681470 19.527000 0.092000 
OGLE I 6790.724960 19.594000 0.085000 
OGLE I 6790.769040 19.525000 0.082000 
OGLE I 6790.821610 19.659000 0.091000 
OGLE I 6790.867290 19.889000 0.140000 
OGLE I 6790.920850 19.771000 0.127000 
OGLE I 6791.630140 20.077000 0.191000 
OGLE I 6791.674130 19.522000 0.109000 
OGLE I 6791.723200 19.639000 0.104000 
OGLE I 6791.767380 19.540000 0.077000 
OGLE I 6791.816560 19.739000 0.106000 
OGLE I 6791.863160 19.549000 0.094000 
OGLE I 6791.908690 19.764000 0.112000 
OGLE I 6792.618420 19.606000 0.137000 
OGLE I 6792.664520 19.463000 0.093000 
OGLE I 6792.705980 19.705000 0.106000 
OGLE I 6792.753850 19.682000 0.100000 
OGLE I 6792.833080 19.810000 0.113000 
OGLE I 6792.866280 19.660000 0.123000 
OGLE I 6796.604820 19.623000 0.109000 
OGLE I 6796.648960 19.798000 0.099000 
OGLE I 6796.697150 19.629000 0.098000 
OGLE I 6796.740830 19.516000 0.082000 
OGLE I 6796.788440 19.523000 0.090000 
OGLE I 6796.837760 19.678000 0.091000 
OGLE I 6796.882580 19.441000 0.068000 
OGLE I 6796.926940 19.437000 0.093000 
OGLE I 6797.626060 19.959000 0.125000 
OGLE I 6797.662450 19.787000 0.122000 
OGLE I 6797.765930 19.501000 0.073000 
OGLE I 6797.812380 19.888000 0.155000 
OGLE I 6797.855890 19.924000 0.146000 
OGLE I 6797.895220 19.777000 0.140000 
OGLE I 6797.934010 19.291000 0.115000 
OGLE I 6798.671050 19.747000 0.118000 
OGLE I 6798.756540 20.185000 0.246000 
