Title: OGLE-2016-BLG-1003: First Resolved Caustic-crossing Binary-source 
       Event Discovered by Second-generation Microlensing Surveys  
Authors: Jung Y.K., Udalski A., Bond I.A., Yee J.C., Gould A., Han C., 
         Albrow M.D., Lee C.-U., Kim S.-L., Hwang K.-H., Chung S.-J., Ryu Y.-H.,
         Shin I.-G., Zhu W., Cha S.-M., Kim D.-J., Lee Y., Park B.-G., 
         Kim H.-W., Pogge R.W., Skowron J., Szymanski M.K., Poleski R., Mroz P.,
         Kozlowski S., Pietrukowicz P., Soszynski I., Ulaczyk K., Pawlak M., 
         Abe F., Bennett D.P., Barry R., Sumi T., Asakura Y., Bhattacharya A., 
         Donachie M., Fukui A., Hirao Y., Itow Y., Koshimoto N., Li M.C.A., 
         Ling C.H., Masuda K., Matsubara Y., Muraki Y., Nagakane M., 
         Rattenbury N.J., Evans P., Sharan A., Sullivan D.J., Suzuki D., 
         Tristram P.J., Yamada T., Yamada T., Yonehara A.
Figure: Light curve of OGLE-2016-BLG-1003
================================================================================
Byte-by-byte Description of file: dbf1.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label   Explanations
--------------------------------------------------------------------------------
   1-  4 A4     ---     Obs     Observatory identifier
   6-  6 A1     ---     Filter  Filter used
   8- 18 F11.6  d       HJD     Heliocentric Julian Date; - 2450000
  20- 28 F9.6   mag     mag     Apparent magnitude in Filter
  30- 37 F8.6   mag   e_mag     Uncertainty in mag
--------------------------------------------------------------------------------
KMTC V 7486.905480 19.658000 0.229000 
KMTC V 7487.861530 19.653000 0.232000 
KMTC V 7491.757570 19.453000 0.165000 
KMTC V 7494.891170 19.329000 0.120000 
KMTC V 7498.900660 19.708000 0.289000 
KMTC V 7508.665960 19.509000 0.199000 
KMTC V 7509.722360 19.290000 0.138000 
KMTC V 7523.824850 19.222000 0.141000 
KMTC V 7526.858720 19.186000 0.190000 
KMTC V 7534.757890 19.172000 0.226000 
KMTC V 7536.766320 19.152000 0.202000 
KMTC V 7547.761870 18.265000 0.075000 
KMTC V 7548.802090 18.343000 0.072000 
KMTC V 7554.649340 18.023000 0.080000 
KMTC V 7555.754780 17.946000 0.073000 
KMTC V 7558.543520 17.142000 0.094000 
KMTC V 7566.546440 19.119000 0.162000 
KMTC V 7568.802100 19.562000 0.257000 
KMTC V 7569.805770 19.189000 0.221000 
KMTC V 7575.785370 19.611000 0.190000 
KMTC V 7595.545910 19.490000 0.283000 
KMTC V 7599.493730 19.511000 0.141000 
KMTC V 7600.565880 19.503000 0.107000 
KMTC V 7601.675560 18.960000 0.258000 
KMTC V 7603.692680 19.236000 0.111000 
KMTC V 7607.484140 19.593000 0.147000 
KMTC V 7608.561030 19.401000 0.178000 
KMTC V 7609.663700 20.047000 0.243000 
KMTC V 7613.605650 19.040000 0.252000 
KMTC V 7621.516490 19.569000 0.252000 
KMTC V 7622.638840 19.328000 0.289000 
KMTC V 7625.550330 19.543000 0.181000 
KMTC V 7630.632110 19.326000 0.126000 
KMTC V 7657.572540 19.446000 0.186000 
KMTC V 7661.543920 19.649000 0.282000 
KMTS I 7440.641250 19.542000 0.217000 
KMTS I 7441.619650 19.454000 0.150000 
KMTS I 7442.568660 19.545000 0.166000 
KMTS I 7442.630230 19.469000 0.138000 
KMTS I 7443.563130 19.450000 0.142000 
KMTS I 7443.623610 19.448000 0.110000 
KMTS I 7444.605200 19.658000 0.205000 
KMTS I 7446.552500 19.837000 0.223000 
KMTS I 7446.586840 19.551000 0.167000 
KMTS I 7446.642100 19.514000 0.175000 
KMTS I 7447.585120 19.380000 0.122000 
KMTS I 7447.640180 19.585000 0.124000 
KMTS I 7448.551990 19.432000 0.162000 
KMTS I 7448.606150 19.587000 0.124000 
KMTS I 7449.557570 19.767000 0.219000 
KMTS I 7449.579040 19.411000 0.164000 
KMTS I 7450.540170 19.570000 0.239000 
KMTS I 7450.584620 19.470000 0.205000 
KMTS I 7451.538980 19.485000 0.178000 
KMTS I 7451.620250 19.581000 0.182000 
KMTS I 7452.547680 19.491000 0.128000 
KMTS I 7452.589580 19.614000 0.135000 
KMTS I 7452.636830 19.478000 0.104000 
KMTS I 7454.580400 19.636000 0.182000 
KMTS I 7457.528240 19.587000 0.118000 
KMTS I 7457.558470 19.450000 0.092000 
KMTS I 7457.619020 19.407000 0.133000 
KMTS I 7459.561180 19.868000 0.219000 
KMTS I 7459.588990 19.575000 0.179000 
KMTS I 7459.634130 19.617000 0.160000 
KMTS I 7460.522470 19.712000 0.195000 
KMTS I 7460.571540 19.799000 0.169000 
KMTS I 7460.613590 19.603000 0.127000 
KMTS I 7462.519160 19.584000 0.142000 
KMTS I 7462.562070 19.848000 0.176000 
KMTS I 7462.603970 19.589000 0.121000 
KMTS I 7462.646250 19.468000 0.104000 
KMTS I 7464.512710 19.461000 0.137000 
KMTS I 7464.546570 19.549000 0.109000 
KMTS I 7464.594760 19.593000 0.105000 
KMTS I 7464.650520 19.567000 0.092000 
KMTS I 7465.510970 19.388000 0.118000 
KMTS I 7465.535940 19.627000 0.141000 
KMTS I 7465.584690 19.595000 0.103000 
KMTS I 7465.629370 19.401000 0.100000 
KMTS I 7466.503160 19.322000 0.131000 
KMTS I 7466.531640 19.524000 0.131000 
KMTS I 7467.502050 20.130000 0.262000 
KMTS I 7467.531710 19.504000 0.135000 
KMTS I 7467.582330 19.650000 0.126000 
KMTS I 7467.650290 19.573000 0.110000 
KMTS I 7473.554970 19.392000 0.151000 
KMTS I 7476.476450 19.952000 0.281000 
KMTS I 7476.547860 19.428000 0.139000 
KMTS I 7476.648000 19.649000 0.168000 
KMTS I 7479.464740 19.439000 0.150000 
KMTS I 7479.517640 19.557000 0.176000 
KMTS I 7479.561220 19.542000 0.162000 
KMTS I 7480.623020 19.767000 0.203000 
KMTS I 7481.461190 19.655000 0.143000 
KMTS I 7481.509130 19.674000 0.165000 
KMTS I 7481.544340 19.840000 0.181000 
KMTS I 7481.580970 19.654000 0.121000 
KMTS I 7481.618550 19.507000 0.084000 
KMTS I 7481.656700 19.725000 0.128000 
KMTS I 7482.458400 19.315000 0.109000 
KMTS I 7482.509530 19.435000 0.097000 
KMTS I 7482.553240 19.768000 0.155000 
KMTS I 7482.589030 19.798000 0.144000 
KMTS I 7482.623550 19.487000 0.126000 
KMTS I 7483.510790 19.861000 0.194000 
KMTS I 7486.444290 19.429000 0.105000 
KMTS I 7486.488300 19.369000 0.099000 
KMTS I 7488.439430 19.788000 0.176000 
KMTS I 7488.468940 19.531000 0.122000 
KMTS I 7488.513950 19.376000 0.110000 
KMTS I 7488.561130 19.467000 0.135000 
KMTS I 7488.599730 19.662000 0.150000 
KMTS I 7488.648890 19.469000 0.137000 
KMTS I 7489.442250 19.665000 0.157000 
KMTS I 7489.489400 19.504000 0.117000 
KMTS I 7489.526260 19.494000 0.097000 
KMTS I 7489.576660 19.464000 0.117000 
KMTS I 7489.613590 19.479000 0.100000 
KMTS I 7489.660480 19.885000 0.180000 
KMTS I 7490.434320 19.910000 0.245000 
KMTS I 7490.524450 19.471000 0.107000 
KMTS I 7490.570800 19.492000 0.105000 
KMTS I 7490.605790 19.588000 0.117000 
KMTS I 7491.488820 19.596000 0.109000 
KMTS I 7491.527220 19.574000 0.129000 
KMTS I 7491.571170 19.687000 0.117000 
KMTS I 7491.614860 19.477000 0.107000 
KMTS I 7491.656500 19.520000 0.091000 
KMTS I 7492.440860 19.559000 0.105000 
KMTS I 7492.483950 19.572000 0.097000 
KMTS I 7492.522850 19.654000 0.094000 
KMTS I 7492.565800 19.544000 0.080000 
KMTS I 7492.622720 19.499000 0.080000 
KMTS I 7492.673040 19.509000 0.123000 
KMTS I 7493.439620 19.572000 0.115000 
KMTS I 7493.486360 19.538000 0.111000 
KMTS I 7493.523830 19.572000 0.094000 
KMTS I 7493.561810 19.500000 0.088000 
KMTS I 7493.611250 19.605000 0.127000 
KMTS I 7493.657370 19.415000 0.117000 
KMTS I 7494.431500 19.578000 0.134000 
KMTS I 7494.456970 19.518000 0.108000 
KMTS I 7494.533620 19.422000 0.139000 
KMTS I 7494.588400 19.559000 0.109000 
KMTS I 7494.629460 19.473000 0.090000 
KMTS I 7494.670270 19.587000 0.134000 
KMTS I 7496.452360 19.286000 0.214000 
KMTS I 7496.495810 19.667000 0.118000 
KMTS I 7497.467650 19.321000 0.088000 
KMTS I 7496.532870 19.465000 0.081000 
KMTS I 7496.612520 19.510000 0.083000 
KMTS I 7496.656500 19.442000 0.113000 
KMTS I 7497.505230 19.586000 0.136000 
KMTS I 7497.589370 19.532000 0.130000 
KMTS I 7497.641390 19.615000 0.118000 
KMTS I 7498.421140 19.423000 0.123000 
KMTS I 7498.448320 19.508000 0.112000 
KMTS I 7498.490020 19.528000 0.103000 
KMTS I 7498.540270 19.643000 0.111000 
KMTS I 7498.577030 19.541000 0.099000 
KMTS I 7498.644620 19.384000 0.124000 
KMTS I 7502.416290 19.834000 0.230000 
KMTS I 7502.457450 19.535000 0.164000 
KMTS I 7502.506490 19.408000 0.135000 
KMTS I 7502.558960 19.618000 0.146000 
KMTS I 7503.403120 19.494000 0.212000 
KMTS I 7503.433050 19.616000 0.202000 
KMTS I 7503.488510 19.296000 0.164000 
KMTS I 7503.556460 19.291000 0.138000 
KMTS I 7503.610910 19.659000 0.275000 
KMTS I 7504.482770 19.470000 0.232000 
KMTS I 7504.533880 19.514000 0.210000 
KMTS I 7505.400190 19.618000 0.275000 
KMTS I 7505.498760 19.370000 0.188000 
KMTS I 7505.551790 19.442000 0.296000 
KMTS I 7506.393080 19.650000 0.195000 
KMTS I 7506.410240 19.349000 0.176000 
KMTS I 7506.459850 19.357000 0.162000 
KMTS I 7506.517110 19.565000 0.178000 
KMTS I 7506.566680 19.530000 0.157000 
KMTS I 7506.626090 19.572000 0.128000 
KMTS I 7507.392100 19.443000 0.132000 
KMTS I 7509.384330 19.257000 0.100000 
KMTS I 7509.403610 19.589000 0.117000 
KMTS I 7509.461260 19.530000 0.090000 
KMTS I 7509.527560 19.394000 0.104000 
KMTS I 7509.577310 19.578000 0.102000 
KMTS I 7509.630990 19.390000 0.089000 
KMTS I 7510.381200 19.539000 0.110000 
KMTS I 7510.437080 19.577000 0.089000 
KMTS I 7510.490070 19.502000 0.090000 
KMTS I 7510.552410 19.533000 0.079000 
KMTS I 7510.606290 19.453000 0.111000 
KMTS I 7510.657980 19.609000 0.121000 
KMTS I 7511.378890 19.448000 0.086000 
KMTS I 7511.448840 19.454000 0.072000 
KMTS I 7511.499320 19.654000 0.115000 
KMTS I 7511.562430 19.580000 0.102000 
KMTS I 7511.619580 19.648000 0.142000 
KMTS I 7512.380100 19.582000 0.140000 
KMTS I 7512.400720 19.518000 0.127000 
KMTS I 7512.472050 19.369000 0.098000 
KMTS I 7512.518100 19.451000 0.101000 
KMTS I 7512.592670 19.380000 0.111000 
KMTS I 7513.377830 19.375000 0.107000 
KMTS I 7513.395620 19.587000 0.097000 
KMTS I 7513.448580 19.452000 0.076000 
KMTS I 7513.513210 19.595000 0.101000 
KMTS I 7513.572540 19.568000 0.086000 
KMTS I 7513.638660 19.479000 0.085000 
KMTS I 7514.375820 19.561000 0.114000 
KMTS I 7514.423700 19.594000 0.264000 
KMTS I 7514.479260 19.467000 0.069000 
KMTS I 7514.540900 19.530000 0.074000 
KMTS I 7514.608890 19.473000 0.080000 
KMTS I 7514.666480 19.436000 0.105000 
KMTS I 7518.371670 19.446000 0.116000 
KMTS I 7518.388800 19.463000 0.101000 
KMTS I 7518.446550 19.456000 0.100000 
KMTS I 7519.360780 19.434000 0.079000 
KMTS I 7519.411220 19.405000 0.061000 
KMTS I 7519.467370 19.397000 0.069000 
KMTS I 7519.530190 19.380000 0.072000 
KMTS I 7519.606550 19.393000 0.092000 
KMTS I 7520.355830 19.341000 0.110000 
KMTS I 7520.374520 19.224000 0.093000 
KMTS I 7520.427880 19.081000 0.095000 
KMTS I 7520.481680 19.643000 0.165000 
KMTS I 7520.536290 19.776000 0.230000 
KMTS I 7520.646030 19.722000 0.281000 
KMTS I 7523.442500 19.412000 0.091000 
KMTS I 7523.501310 19.395000 0.088000 
KMTS I 7523.561270 19.209000 0.076000 
KMTS I 7523.564260 19.361000 0.091000 
KMTS I 7523.619880 19.394000 0.108000 
KMTS I 7523.666610 19.330000 0.094000 
KMTS I 7524.347660 19.302000 0.079000 
KMTS I 7524.402750 19.370000 0.066000 
KMTS I 7524.462870 19.282000 0.078000 
KMTS I 7524.514170 19.392000 0.065000 
KMTS I 7524.572290 19.465000 0.079000 
KMTS I 7524.620890 19.365000 0.085000 
KMTS I 7524.670380 19.319000 0.094000 
KMTS I 7525.342330 19.278000 0.103000 
KMTS I 7525.362940 19.271000 0.096000 
KMTS I 7525.424900 19.332000 0.084000 
KMTS I 7525.475930 19.246000 0.083000 
KMTS I 7526.342880 19.232000 0.133000 
KMTS I 7526.374200 19.396000 0.135000 
KMTS I 7526.427970 19.496000 0.130000 
KMTS I 7526.477220 19.262000 0.117000 
KMTS I 7525.546370 19.320000 0.082000 
KMTS I 7525.598110 19.253000 0.091000 
KMTS I 7526.548920 19.190000 0.094000 
KMTS I 7526.602770 19.151000 0.095000 
KMTS I 7526.677750 19.489000 0.170000 
KMTS I 7529.337900 18.992000 0.141000 
KMTS I 7529.388390 19.346000 0.156000 
KMTS I 7529.437410 19.359000 0.163000 
KMTS I 7529.487430 19.214000 0.133000 
KMTS I 7529.550370 19.350000 0.242000 
KMTS I 7529.601970 19.069000 0.199000 
KMTS I 7529.662940 19.768000 0.284000 
KMTS I 7531.371730 19.187000 0.293000 
KMTS I 7534.455150 19.202000 0.120000 
KMTS I 7534.486080 19.093000 0.088000 
KMTS I 7534.542030 19.240000 0.085000 
KMTS I 7534.589960 19.153000 0.091000 
KMTS I 7534.663480 19.232000 0.115000 
KMTS I 7535.318020 19.044000 0.094000 
KMTS I 7535.360730 19.242000 0.122000 
KMTS I 7535.418020 19.162000 0.100000 
KMTS I 7535.561000 19.156000 0.092000 
KMTS I 7535.614360 19.207000 0.125000 
KMTS I 7536.315890 19.264000 0.127000 
KMTS I 7536.378810 19.210000 0.085000 
KMTS I 7536.428030 19.187000 0.078000 
KMTS I 7536.487190 19.170000 0.064000 
KMTS I 7536.542990 19.212000 0.087000 
KMTS I 7536.593990 19.196000 0.089000 
KMTS I 7536.663110 19.504000 0.165000 
KMTS I 7537.312160 19.364000 0.137000 
KMTS I 7537.364700 19.182000 0.095000 
KMTS I 7537.418830 19.165000 0.089000 
KMTS I 7537.470630 19.292000 0.093000 
KMTS I 7537.527130 19.197000 0.086000 
KMTS I 7537.583380 19.233000 0.101000 
KMTS I 7537.638930 19.223000 0.114000 
KMTS I 7538.310800 19.130000 0.120000 
KMTS I 7538.331420 19.103000 0.091000 
KMTS I 7538.380860 19.030000 0.078000 
KMTS I 7538.437590 19.061000 0.073000 
KMTS I 7538.493020 19.158000 0.082000 
KMTS I 7538.554180 19.166000 0.099000 
KMTS I 7538.600640 19.214000 0.119000 
KMTS I 7538.664020 19.004000 0.100000 
KMTS I 7539.307120 19.296000 0.115000 
KMTS I 7539.355040 19.153000 0.085000 
KMTS I 7539.410150 19.104000 0.071000 
KMTS I 7539.462030 19.133000 0.079000 
KMTS I 7539.513220 19.056000 0.097000 
KMTS I 7540.382850 19.168000 0.100000 
KMTS I 7540.431020 19.130000 0.076000 
KMTS I 7541.307850 17.573000 0.024000 
KMTS I 7541.361380 17.675000 0.023000 
KMTS I 7541.424010 17.740000 0.022000 
KMTS I 7541.478600 17.837000 0.036000 
KMTS I 7541.536360 17.804000 0.023000 
KMTS I 7541.602870 17.865000 0.022000 
KMTS I 7542.311940 18.147000 0.045000 
KMTS I 7542.372600 18.107000 0.031000 
KMTS I 7542.422360 18.116000 0.030000 
KMTS I 7542.474040 18.101000 0.029000 
KMTS I 7542.535580 18.187000 0.033000 
KMTS I 7542.592790 18.247000 0.034000 
KMTS I 7542.657320 18.187000 0.038000 
KMTS I 7544.311310 18.438000 0.067000 
KMTS I 7545.300630 18.381000 0.040000 
KMTS I 7545.329750 18.293000 0.035000 
KMTS I 7545.382210 18.318000 0.033000 
KMTS I 7545.441480 18.306000 0.029000 
KMTS I 7545.492240 18.383000 0.033000 
KMTS I 7545.555460 18.367000 0.040000 
KMTS I 7545.604690 18.423000 0.050000 
KMTS I 7545.658370 18.445000 0.062000 
KMTS I 7546.297280 18.292000 0.045000 
KMTS I 7546.358260 18.378000 0.035000 
KMTS I 7546.411550 18.322000 0.030000 
KMTS I 7546.467060 18.351000 0.031000 
KMTS I 7546.528540 18.287000 0.035000 
KMTS I 7546.580400 18.397000 0.042000 
KMTS I 7546.644070 18.424000 0.049000 
KMTS I 7547.296330 18.345000 0.044000 
KMTS I 7547.337280 18.403000 0.042000 
KMTS I 7547.386730 18.360000 0.033000 
KMTS I 7547.443000 18.366000 0.033000 
KMTS I 7547.500860 18.330000 0.045000 
KMTS I 7547.561560 18.382000 0.044000 
KMTS I 7547.620620 18.331000 0.045000 
KMTS I 7547.623540 18.355000 0.048000 
KMTS I 7548.296590 18.417000 0.063000 
KMTS I 7548.313670 18.318000 0.055000 
KMTS I 7548.367610 18.369000 0.045000 
KMTS I 7548.414970 18.340000 0.044000 
KMTS I 7548.471540 18.298000 0.047000 
KMTS I 7548.526670 18.409000 0.052000 
KMTS I 7548.574520 18.336000 0.045000 
KMTS I 7551.356960 18.288000 0.065000 
KMTS I 7551.407730 18.184000 0.040000 
KMTS I 7551.491120 18.248000 0.047000 
KMTS I 7552.297990 18.169000 0.047000 
KMTS I 7552.356440 18.156000 0.039000 
KMTS I 7552.413950 18.142000 0.032000 
KMTS I 7552.463770 18.229000 0.046000 
KMTS I 7552.518880 18.189000 0.043000 
KMTS I 7552.574100 18.254000 0.052000 
KMTS I 7556.304880 17.874000 0.043000 
KMTS I 7556.374330 17.797000 0.037000 
KMTS I 7556.424180 17.793000 0.032000 
KMTS I 7556.483460 17.722000 0.035000 
KMTS I 7556.539270 17.827000 0.043000 
KMTS I 7556.616500 17.804000 0.032000 
KMTS I 7557.259430 17.588000 0.039000 
KMTS I 7557.295160 17.656000 0.041000 
KMTS I 7557.331640 17.582000 0.035000 
KMTS I 7557.369510 17.602000 0.038000 
KMTS I 7557.405930 17.478000 0.030000 
KMTS I 7557.445920 17.502000 0.031000 
KMTS I 7557.492910 17.467000 0.038000 
KMTS I 7557.536100 17.497000 0.035000 
KMTS I 7557.576290 17.408000 0.028000 
KMTS I 7557.613640 17.431000 0.051000 
KMTS I 7558.258880 17.718000 0.065000 
KMTS I 7558.302810 17.620000 0.087000 
KMTS I 7558.340330 17.545000 0.045000 
KMTS I 7558.393970 17.373000 0.032000 
KMTS I 7558.431580 17.335000 0.032000 
KMTS I 7558.472150 17.250000 0.041000 
KMTS I 7558.514040 17.102000 0.037000 
KMTS I 7558.550990 16.868000 0.030000 
KMTS I 7561.254360 18.906000 0.138000 
KMTS I 7561.269530 18.805000 0.142000 
KMTS I 7561.304780 19.063000 0.117000 
KMTS I 7561.342720 18.926000 0.117000 
KMTS I 7561.379870 19.083000 0.156000 
KMTS I 7561.427290 19.001000 0.078000 
KMTS I 7561.466630 18.924000 0.093000 
KMTS I 7561.502340 18.777000 0.097000 
KMTS I 7561.547160 18.901000 0.116000 
KMTS I 7562.246770 18.825000 0.077000 
KMTS I 7562.266800 19.040000 0.095000 
KMTS I 7562.304960 18.916000 0.065000 
KMTS I 7562.340120 18.954000 0.072000 
KMTS I 7562.375390 18.919000 0.119000 
KMTS I 7562.410440 18.882000 0.086000 
KMTS I 7562.449780 18.979000 0.071000 
KMTS I 7562.498490 18.982000 0.075000 
KMTS I 7562.538410 18.970000 0.102000 
KMTS I 7562.579430 19.060000 0.095000 
KMTS I 7563.391470 18.731000 0.169000 
KMTS I 7563.425630 19.030000 0.125000 
KMTS I 7563.535020 18.819000 0.148000 
KMTS I 7563.571070 19.178000 0.193000 
KMTS I 7564.328360 19.006000 0.123000 
KMTS I 7564.410630 19.165000 0.091000 
KMTS I 7564.448910 19.121000 0.093000 
KMTS I 7564.489160 19.121000 0.096000 
KMTS I 7564.528180 19.096000 0.092000 
KMTS I 7564.571110 19.108000 0.101000 
KMTS I 7565.254660 19.398000 0.139000 
KMTS I 7565.292950 19.037000 0.091000 
KMTS I 7565.329350 19.192000 0.101000 
KMTS I 7565.366460 19.143000 0.083000 
KMTS I 7565.433210 19.103000 0.094000 
KMTS I 7565.481310 19.005000 0.087000 
KMTS I 7568.239610 19.531000 0.155000 
KMTS I 7568.281480 19.287000 0.120000 
KMTS I 7568.318380 19.176000 0.087000 
KMTS I 7568.356250 19.133000 0.073000 
KMTS I 7568.398110 19.083000 0.065000 
KMTS I 7568.450740 19.206000 0.078000 
KMTS I 7568.487300 19.156000 0.072000 
KMTS I 7568.524060 19.142000 0.075000 
KMTS I 7568.564740 19.093000 0.085000 
KMTS I 7569.243790 19.235000 0.094000 
KMTS I 7569.268430 19.239000 0.095000 
KMTS I 7569.338640 19.130000 0.065000 
KMTS I 7569.375410 19.149000 0.071000 
KMTS I 7569.412120 19.061000 0.064000 
KMTS I 7569.449420 19.186000 0.065000 
KMTS I 7569.486600 19.113000 0.082000 
KMTS I 7569.531510 19.183000 0.092000 
KMTS I 7569.579190 19.058000 0.085000 
KMTS I 7572.230540 18.971000 0.095000 
KMTS I 7572.245520 19.213000 0.094000 
KMTS I 7572.287130 19.191000 0.070000 
KMTS I 7572.323540 19.207000 0.070000 
KMTS I 7572.363740 19.262000 0.059000 
KMTS I 7572.401640 19.265000 0.056000 
KMTS I 7572.450020 19.274000 0.078000 
KMTS I 7572.491840 19.167000 0.068000 
KMTS I 7572.530320 19.188000 0.077000 
KMTS I 7573.221120 19.536000 0.149000 
KMTS I 7573.263490 19.206000 0.080000 
KMTS I 7573.312500 19.310000 0.075000 
KMTS I 7573.348940 19.277000 0.079000 
KMTS I 7573.388060 19.255000 0.065000 
KMTS I 7573.428770 19.305000 0.074000 
KMTS I 7573.467320 19.266000 0.077000 
KMTS I 7573.515080 19.275000 0.090000 
KMTS I 7573.551390 19.290000 0.118000 
KMTS I 7574.216150 19.283000 0.132000 
KMTS I 7574.258490 19.306000 0.089000 
KMTS I 7574.295190 19.256000 0.091000 
KMTS I 7574.337290 19.075000 0.086000 
KMTS I 7574.383540 19.244000 0.085000 
KMTS I 7574.433530 19.169000 0.084000 
KMTS I 7574.473790 19.237000 0.088000 
KMTS I 7574.510490 19.338000 0.140000 
KMTS I 7576.213550 19.476000 0.180000 
KMTS I 7576.250280 19.929000 0.245000 
KMTS I 7576.286730 19.339000 0.109000 
KMTS I 7576.334020 19.333000 0.103000 
KMTS I 7576.370760 19.262000 0.113000 
KMTS I 7576.410440 19.289000 0.110000 
KMTS I 7576.447780 19.499000 0.140000 
KMTS I 7576.485050 19.363000 0.127000 
KMTS I 7577.265260 19.324000 0.106000 
KMTS I 7577.301570 19.366000 0.096000 
KMTS I 7577.337430 19.327000 0.079000 
KMTS I 7577.376750 19.384000 0.083000 
KMTS I 7577.414610 19.251000 0.071000 
KMTS I 7577.460330 19.277000 0.070000 
KMTS I 7577.498430 19.416000 0.105000 
KMTS I 7577.541450 19.299000 0.088000 
KMTS I 7578.204130 19.151000 0.155000 
KMTS I 7578.228020 19.174000 0.099000 
KMTS I 7578.262870 19.380000 0.087000 
KMTS I 7578.355500 19.378000 0.069000 
KMTS I 7578.393140 19.322000 0.066000 
KMTS I 7578.441070 19.254000 0.060000 
KMTS I 7578.475560 19.368000 0.069000 
KMTS I 7578.512240 19.335000 0.070000 
KMTS I 7578.515660 19.289000 0.073000 
KMTS I 7578.562060 19.378000 0.089000 
KMTS I 7579.204380 19.188000 0.139000 
KMTS I 7579.218900 19.324000 0.103000 
KMTS I 7579.259390 19.352000 0.079000 
KMTS I 7579.294850 19.243000 0.070000 
KMTS I 7579.331250 19.370000 0.078000 
KMTS I 7579.369250 19.366000 0.075000 
KMTS I 7579.420400 19.326000 0.073000 
KMTS I 7579.458040 19.267000 0.074000 
KMTS I 7579.501130 19.287000 0.100000 
KMTS I 7579.536230 19.358000 0.133000 
KMTS I 7579.539160 19.435000 0.135000 
KMTS I 7580.202250 19.262000 0.166000 
KMTS I 7580.237530 19.545000 0.150000 
KMTS I 7580.282080 19.407000 0.099000 
KMTS I 7580.329830 19.416000 0.112000 
KMTS I 7580.367450 19.424000 0.084000 
KMTS I 7580.408860 19.317000 0.084000 
KMTS I 7580.445700 19.553000 0.107000 
KMTS I 7580.481980 19.340000 0.099000 
KMTS I 7580.529640 19.281000 0.100000 
KMTS I 7581.237280 19.677000 0.203000 
KMTS I 7581.272380 19.420000 0.166000 
KMTS I 7581.309310 19.626000 0.184000 
KMTS I 7581.345770 19.444000 0.128000 
KMTS I 7581.399900 19.124000 0.164000 
KMTS I 7581.437270 19.396000 0.102000 
KMTS I 7581.475950 19.281000 0.097000 
KMTS I 7581.511340 19.363000 0.093000 
KMTS I 7581.547550 19.710000 0.164000 
KMTS I 7582.209960 19.371000 0.117000 
KMTS I 7582.262180 19.552000 0.171000 
KMTS I 7582.297260 19.431000 0.103000 
KMTS I 7582.332520 19.395000 0.092000 
KMTS I 7582.369960 19.492000 0.104000 
KMTS I 7582.372910 19.381000 0.095000 
KMTS I 7582.412770 19.405000 0.120000 
KMTS I 7582.458120 19.376000 0.135000 
KMTS I 7582.500960 19.375000 0.116000 
KMTS I 7582.546600 19.847000 0.222000 
KMTS I 7583.211930 19.252000 0.139000 
KMTS I 7583.264530 19.541000 0.152000 
KMTS I 7583.341610 19.417000 0.167000 
KMTS I 7583.402180 19.009000 0.158000 
KMTS I 7583.440370 19.266000 0.109000 
KMTS I 7583.478740 19.310000 0.116000 
KMTS I 7583.519680 19.222000 0.120000 
KMTS I 7584.207410 19.390000 0.160000 
KMTS I 7584.241190 19.501000 0.138000 
KMTS I 7584.289700 19.443000 0.112000 
KMTS I 7584.327430 19.523000 0.107000 
KMTS I 7584.365670 19.377000 0.094000 
KMTS I 7584.404810 19.445000 0.129000 
KMTS I 7584.441810 19.352000 0.125000 
KMTS I 7584.495820 19.452000 0.148000 
KMTS I 7584.532440 19.353000 0.140000 
KMTS I 7586.252110 19.432000 0.287000 
KMTS I 7586.288070 18.997000 0.201000 
KMTS I 7586.490350 19.220000 0.225000 
KMTS I 7588.208860 19.356000 0.208000 
KMTS I 7592.221340 19.531000 0.160000 
KMTS I 7592.244560 19.605000 0.177000 
KMTS I 7593.252860 19.333000 0.112000 
KMTS I 7594.211300 19.447000 0.175000 
KMTS I 7594.226370 19.811000 0.191000 
KMTS I 7594.262780 19.376000 0.119000 
KMTS I 7594.299450 19.554000 0.120000 
KMTS I 7594.341420 19.435000 0.106000 
KMTS I 7594.382330 19.452000 0.125000 
KMTS I 7594.418810 19.542000 0.158000 
KMTS I 7594.454210 19.436000 0.213000 
KMTS I 7604.244490 19.732000 0.192000 
KMTS I 7604.282640 19.697000 0.155000 
KMTS I 7604.333750 19.664000 0.133000 
KMTS I 7605.243110 19.424000 0.088000 
KMTS I 7605.288640 19.601000 0.095000 
KMTS I 7605.332610 19.431000 0.085000 
KMTS I 7605.368080 19.573000 0.092000 
KMTS I 7605.426570 19.640000 0.114000 
KMTS I 7605.462030 19.562000 0.130000 
KMTS I 7606.225600 19.334000 0.083000 
KMTS I 7606.263060 19.419000 0.077000 
KMTS I 7606.299890 19.408000 0.101000 
KMTS I 7606.350490 19.465000 0.085000 
KMTS I 7606.388980 19.429000 0.091000 
KMTS I 7606.426530 19.732000 0.127000 
KMTS I 7606.461870 19.546000 0.106000 
KMTS I 7607.242200 19.744000 0.126000 
KMTS I 7607.278100 19.302000 0.172000 
KMTS I 7607.328620 19.473000 0.110000 
KMTS I 7607.364630 19.551000 0.122000 
